"Round","Home_bin","A.b.BB","A.b.K","A.b.AVG","A.b.ISO","A.b.HR","A.b.BsR","A.s.K9","A.s.BB9","A.s.HR9","A.s.LOB","A.s.IP","A.r.K9","A.r.BB9","A.r.HR9","A.r.LOB","A.r.IP","A.r.SV","result"
3,0,-2.3894376117375,-0.238841871629121,-0.430773670078407,-1.34901379723291,-2.15377117531519,0.352882168656164,0.319961638896432,2.02628705109712,-0.52621589366868,0.711277840370543,-1.62479844572658,-0.200230264149971,1.89017691423848,-0.269352979482401,-0.18481747069079,1.41214824151449,-1.8956423109961,"win"
1,0,2.97815473873914,1.86044285118377,0,2.2578478764879,1.75992722008554,-2.08871579400742,1.18379951120232,-0.798690852709785,-1.09017618406296,-1.46173698965142,1.08734309824018,-3.01468925602524,-0.263477431892536,0.843165019800549,-1.09348845911104,-1.35292104584843,-1.52315462117278,"win"
2,1,-0.694902772372467,0.73290172925421,1.12817358374404,0.682605171961456,0.791967249038496,0.96319018480135,-1.7269545810481,-1.09819992247595,1.2623092657571,0.12529174197012,1.91291841357068,-2.65292654530221,-1.03508991100639,-2.95107756930193,0.0377064985900391,-1.87793518304335,1.08796758655199,"win"
1,0,0.0992718246246369,-1.35304934631547,-0.307683704657464,0.262540450754407,0.263989083012832,-0.44371682670624,1.89407921792372,-0.259574527130678,0.2295107755922,-0.2088195699502,-1.08230910241499,2.74671687771188,0.658693579731343,1.5282365983885,-0.527890980260503,1.03848950214378,-0.108796758655199,"win"
3,1,1.38980554474493,0.620147617061256,0.41024493954328,0.42006472120705,0.23465696267807,-3.89605018571332,1.25343477656717,-0.23960725581294,-1.09017618406296,-2.75641832334267,0.27938676829782,-0.200979283735015,0.828071928805116,1.15935190222576,-1.24431445347118,-0.40097233554996,-2.28473193175917,"win"
1,1,0.0992718246246374,-0.169131168289433,1.64097975817314,1.10266989316851,0.322653323682351,1.86144619984081,0.668498547502489,-0.638952682167823,-0.573776938980504,0.877042193790847,1.53536872668173,-1.6212328887958,-1.54322495822771,-0.21079125495014,-1.43284694642136,-1.7567780744599,0.65278055193119,"win"
1,1,2.28325196636668,-0.112754112192955,0.205122469771642,1.20768607347027,1.49593813707272,-1.36361756499966,0.654571494429521,0.95842902325173,0.860665408470755,-1.92114004354186,-1.15781903979278,-2.30456245349485,-1.07272954413389,0.368884696162737,-1.05578196052101,0.400972335549961,1.19676434520719,"win"
2,0,-0.39708729849856,1.63493462679785,1.4358572884015,0.0525080901508799,-0.58664240669519,-1.08223616269815,0.779914972086236,-0.03993454263549,-1.49182004134931,-0.417639139900405,1.63856564109804,0.187580664819349,0.207017982201276,0.263489068687672,0.829542968980794,-1.67023728261459,-2.50232544906957,"win"
2,1,-0.094498392115391,1.6652444600349,-1.0987534601113,1.34959258415477,1.51410742735605,-0.524150473775334,-0.883167606326113,-0.04047389989334,0.558052698057447,-0.355552350704766,1.24036715975505,-0.505628586767466,1.00491949331123,-0.377091725450025,0.977127908094139,-1.19972571052162,0,"win"
3,1,-0.661488744807736,-0.384287183084975,0.82406509508347,0.618563267737604,1.11415452201672,-0.181436702460692,-1.6845604342887,-0.424975948880035,0.682064408736879,-0.675549466339056,0.93027536981629,-0.623216630201756,1.72583999938234,-0.691334829991712,0.899986231139336,-0.31403863179298,1.37369943165698,"win"
1,0,-0.755987136923126,-0.384287183084978,-1.23609764262521,-1.01219443811608,-0.657065487343192,0.161277068853949,2.40417848388775,-0.546397648560039,0.248023421358862,-0.1422209402819,0.620183579877517,1.84613228191841,-2.14091544227176,0.879880692716724,1.28569461591334,-0.740934896886565,1.06843289128876,"win"
2,0,-0.661488744807735,1.08881368540743,-1.92281855519477,-0.0562330243397826,-0.257112582003858,-0.917263329106835,1.84810999101576,0.161895599573345,-0.186017566019149,0.711104701409531,-0.39278293392243,1.51688576030239,-0.633536202304908,0.879880692716724,-0.745702877229736,0.41217570422829,-0.457899810552326,"win"
1,1,-1.0394823132693,-0.256191455389984,1.78547437268086,1.06842746245586,1.14272258668381,0.937422962713578,-1.37381627650729,-0.890425797653398,-0.310029276698581,1.38665416774858,2.31121747434356,-0.940704347474352,0.0436921518830971,1.38266965998343,1.49140575445948,-2.96864644116803,0.457899810552326,"win"
1,1,-2.92945015557711,0,-2.60953946776433,-0.618563267737605,0.028568064667096,0.100798168033718,-0.278034246435998,-0.424975948880035,-0.062005855339717,1.49331987296,1.48430603450687,1.86964989060527,1.55107139184995,-0.188545862725012,3.11138097051029,-0.61090327590978,2.44213232294574,"win"
1,1,-2.55145658711555,-1.08881368540743,-0.824065095083474,-1.96815585189238,-2.34258130270182,0.675347725825911,0.343454069126822,-0.688056298186718,-0.806076119416313,1.88442745873525,1.01089923520036,2.22241402090816,0.415075442889423,0.565637588175037,1.87711413923348,-0.3680140216324,1.22106616147287,"win"
2,0,-3.22090618812754,1.51603207903408,1.56461826668099,1.59123702992867,1.06927431953636,1.52194801597831,0.303695085611146,-0.599795447147489,-0.665962802102015,0.52058951671425,-0.241389886608921,-0.507606068622421,-0.217022957768558,0.967157611599039,-0.03968357401129,0.156493944746689,-1.22196634507867,"win"
1,1,-0.663127744614494,1.08288005645291,-1.34110137144085,1.73589494174036,1.79485332207889,2.58424730229873,1.56909127565759,1.31568033567836,2.33086980735705,0.231373118539671,-0.09559995509264,-0.11943672202881,-1.12457350843707,-0.752233697910362,1.62702653446291,0.126204794150557,0.4582373794045,"win"
2,0,-0.189465069889855,-1.19116806209821,0.558792238100356,-1.30192120630527,-0.611013896877918,-1.49130476733445,-1.68719492006192,-0.909367290836515,0.39957768126121,0.462746237079332,0.549699741782682,-1.47802943510646,1.24294966721992,0.913426633176868,-0.476202888135489,-1.36805996859203,-0.763728965674168,"win"
1,0,-0.473662674724638,-1.51603207903408,0.670550685720427,0.650960603152637,0.878332476762007,0.071500913502337,-1.63657907246007,0,1.06554048336323,-1.0411790334285,-0.71221966544017,0,1.71645430235132,0.42984782737735,-0.238101444067746,-0.106012027086466,-1.832949517618,"win"
3,0,1.51572055911884,-1.8950400987926,-0.558792238100355,-0.795618514964332,-0.725579002542527,0.766081216096464,-0.641134069623531,0.386964804611284,1.79809956567544,-1.0411790334285,-0.834109608183287,0.492676478368821,-0.059188079391425,0.698502719488193,-0.357152166101619,0.424048108345868,-1.22196634507867,"win"
1,0,2.27358083867826,0.812160042339683,-3.01747808574191,1.01260538268188,1.22202779375584,-1.54237684840755,-1.70406686926255,1.95417226328698,-1.53171444483464,0.694119355619003,1.07788949366952,-1.59746615713527,2.32806445606271,0.10746195684434,-1.11114007231613,-0.832951641393668,2.13844110388767,"win"
1,0,-3.03144111823768,1.08288005645291,-1.22934292382078,-0.216986867717546,-0.267318579884094,-0.919297459315756,0.269951187209908,0.154785921844513,-0.133192560420403,2.60294758357126,1.02530951836857,-0.850986644455237,-0.473504635131398,-0.859695654754699,1.03177292429355,-0.979349202608313,0.458237379404501,"win"
1,1,2.708446187609,0.965911940356958,-0.433956461127683,1.81375264126438,1.41725993260677,-0.836911199987771,0.236081913801297,0.119443644918668,0.731329824218356,0.287763672631817,0.348063128027087,-0.717829288803666,-0.106049132940293,-1.24511908304073,2.43144453201533,-0.26369233277624,0.354343398073279,"win"
1,1,0.758364932530518,0.676138358249871,-1.82261713673628,0.736837010513657,0.659190666328729,1.22169795860284,-0.843149692147483,0.059721822459334,-0.265938117897581,0.51797461073727,0.064541507183829,-1.80220970380495,-1.08170115599099,0.866169796897901,-1.53753110112734,-0.188351666268742,2.12606038843968,"win"
2,0,0.975040627539243,-0.24147798508924,2.60373876676611,-0.283398850197561,0,0.125055696549897,-1.38276549512188,-0.59721822459334,0,-1.89924023936998,-0.343453020371094,-1.64948006788927,-0.848393063522348,-0.703762959979545,0.643617670239353,1.06418691441839,-2.12606038843968,"win"
2,1,1.51672986506104,-1.30398111948189,0.954704214480908,0.340078620237073,-0.395514399797237,-0.509842455164964,2.22591518726936,1.21434372333979,0.598360765269556,0.633080079789998,-0.68921109457018,-0.901104851902476,0.424196531761174,-0.270678061530594,0.929669968123505,0.1389093538732,-0.70868679614656,"win"
1,0,-0.21667569500872,-0.338069179124935,0.520747753353219,-1.47367402102731,-1.38430039929033,-1.01006524136455,-1.29845052590713,0.039814548306223,-1.59562870738549,-0.690632814316355,0.115252691399696,-0.32073223542291,-2.2058219651581,-0.920305409204021,0.464834984061755,0.193060457925462,-0.531515097109918,"win"
3,1,1.19171632254796,-0.724433955267719,-0.0867912922255331,0.396758390276585,-0.164797666582182,-1.45257001377188,2.37768213185591,-0.338423660602892,-0.598360765269561,1.03594922147454,1.10873089126508,1.71057192225554,0.402986705173115,-0.162406836918356,1.39450495218526,-1.91176941262773,1.06303019421984,"win"
1,1,-0.541689237521802,1.78693708966037,-1.90940842896181,-0.850196550592682,-0.758069266278041,-1.11588159998369,0.1349039507436,-1.81156194793313,0.1329690589488,0.690632814316355,2.30735888182192,1.20656412373382,-2.46033988421481,-0.703762959979545,0.786643819181433,-2.07422272478453,2.65757548554959,"win"
1,0,2.52880142869832,0.375189821195099,1.1451127595805,1.17723587030602,0.41396110364163,-0.332978931137636,0.935165528637406,1.40132052066558,-0.578163074732041,0.173034368113195,-1.09841360767628,0.150102138171393,0.583499841108718,-0.216843483734899,-0.720038237528603,1.05184079025874,-2.34890537810709,"win"
1,1,0.549739441021373,-0.750379642390199,0.19085212659675,0.15355250482253,0.47309840416186,1.32291629397926,-0.558307778290988,0.264016909690615,0.385442049821359,-0.38932732825468,-0.405309824666576,0.600408552685573,-0.324166578393732,-2.74668412730872,0.936049708787184,0.285911835756116,0.247253197695483,"win"
1,0,-1.31937465845129,-1.01837237181527,-1.33596488617725,-1.58670921649942,-1.38972656222547,-0.089994305712874,-0.767673195150108,-1.13730361097496,-1.02784546619029,-1.51405072099042,-0.666722670161582,-0.11257660362855,-0.34577768361998,-2.45755948232885,0.900047796910753,0.629530647536404,-1.11263938962967,"win"
2,1,0.549739441021373,0.589584004735158,-0.858834569685377,2.45684007716039,2.27678607002896,1.66489465568818,-0.865377056351033,0.304634895796864,2.31265229892816,0.648878880424469,0.93533036461517,-1.80122565805671,1.53438847106366,-0.28912464497987,1.26006691567506,-0.949542060034075,1.4835191861729,"win"
3,0,-0.65968732922565,-0.857576734160227,-0.477130316491876,1.0236833654835,1.00533410884395,1.61989750283174,-0.460603917090066,0.365561874956237,0.57816307473204,-0.17303436811319,-0.165481526047299,-0.694222389042692,-0.388999894072479,-1.87931019236912,1.04405544441648,-0.028853488012086,-0.618132994238711,"win"
2,1,-0.21989577640855,1.44716073889539,-1.9085212659675,-0.307105009645048,0.206980551820815,0.926941348842607,-0.795588584064658,-0.832668715178096,0.642403416368934,0.12977577608489,0.165481526047299,0.356492578157058,0.73477757769246,0.867373934939593,1.33207073942791,0.128529173872017,0.618132994238711,"win"
1,1,1.3193746584513,1.66155492243544,-0.286278189895126,-1.17723587030602,-1.6262757643064,2.96981208852486,-0.20936541685912,0.40617986106249,0.513922733095147,1.29775776084893,-0.599570746548187,0.281441509071361,1.7288884180999,0.216843483734898,1.11605926816933,0.655761091183757,2.22527877925935,"win"
2,1,1.58965522095871,-0.642993867120485,-0.22148485251337,2.07853800487318,2.14673274090279,-0.687406433873289,1.62806533739718,1.9102613292776,-0.802330656359913,-1.03325260844274,-0.761270822630333,1.81188579128871,-0.887179387154957,1.86403124744518,1.37196781760185,0.931466896943897,0,"win"
1,1,0.894181061789275,-0.128598773424096,0.775196983796779,-0.601682054042239,-0.453535086106223,-0.769240533143917,1.51269062844777,3.06799546823372,0.42790968339195,0.359392211632264,-2.4145650900985,2.02297928153594,-0.545956545941514,-1.02843103307321,1.12985584978976,3.38715235252326,0.146356175127769,"win"
2,0,-0.198706902619838,0.964490800680727,-1.32890911508019,2.62552169036613,2.38861812015944,1.30934558833008,-0.858900611067806,-2.80750528696858,2.88839036289569,0.943404555534678,1.25231955936516,-0.914738457737991,0.727942061255351,0.70704633523783,-1.37196781760185,-1.7811749439993,0,"win"
3,1,0.993534513099196,-1.60748466780121,2.76856065641706,0.27349184274647,0.60471344814163,-1.62031516555847,0.781984138434866,3.29954229602494,-1.55117260229583,-2.29112534915565,-0.819383099166999,1.42488105916879,-1.41038774368224,2.69963146181715,0.443871940988835,0.671590552655475,1.02449322589438,"win"
1,1,-1.68900867226863,-0.642993867120484,1.66113639385024,-1.53155431938024,-1.17919122387618,1.33389581811126,-1.56396827686973,-0.115773413895612,0.588375814663936,0.628936370356456,0.116224553073333,-1.4776544317306,-0.250230083556527,0.064276939567075,-1.77548776395533,0.119718315908151,1.46356175127769,"win"
1,1,-1.29159486702895,-1.47888589437712,-0.332227278770048,0.49228531694365,1.02801286184077,1.20296125927826,0.076916472632938,-2.22863821749052,2.7814129420477,1.57234092589113,-0.229543492319832,-0.774009464239838,1.52412869075339,-1.0284310330732,1.69478377468462,0.729989731147255,-0.14635617512777,"win"
1,1,1.09288796440912,-0.2571975468482,0.99668183631014,2.13323637342248,2.17696841330987,-1.23569489898651,1.69216239792463,3.38637235644665,-1.01628549805589,0.269544158724198,0.023244910614665,2.2692550201577,-0.500460167113052,1.86403124744518,-0.282463962447444,-0.09051872666226,0.43906852538331,"win"
1,1,-2.4143790970967,-0.141151928465703,-0.0962578330232671,0.384982134145969,0.686207588152065,-1.1566308228713,1.94912633005753,1.63389196629145,0.616726418792278,1.30283070861111,0.959334312471994,-1.5435359172516,-0.021551443395443,-0.47068746396782,1.31572254532795,-0.417425391880367,2.71189574831505,"win"
2,0,-1.09744504413486,0.470506428219009,-0.288773499069802,-0.096245533536492,-0.119340450113402,-2.25614407424279,1.46184474754315,3.50884996039639,-1.30197799522814,0.07895943688552,-0.962075267650482,0.558300225388875,0.301720207536188,-1.29439052591149,1.51308092712714,1.27458134925302,2.88138923258474,"win"
3,1,-0.219489008826972,1.08216478490372,-1.82889882744207,0.384982134145969,0,-1.6278507877448,1.18954033378511,0.267851142014992,-0.890827049366624,1.93450620369528,1.33758612710381,1.17133576699235,0.624991858467818,-1.70624205688333,0.23025144543238,-1.34468332346194,1.8644283269666,"win"
1,0,-2.85335711475064,-2.35253214109505,2.79147715767474,-0.625595967987199,0.059670225056701,-2.36323952080495,-0.0286636225008461,0.910693882850972,-0.548201261148688,-1.38179014549663,-1.31565848567588,-0.207994201615463,1.42239526409917,-0.294179664979884,0.592075145397588,1.56773505958122,-0.847467421348456,"win"
1,1,0.658467026480918,-1.17626607054752,-1.1550939962792,-0.529350434450707,-0.656372475623718,0.0428381786248629,0.558940638766498,-2.43744539233643,0.685251576435864,1.02647267951178,1.92140958012248,0.328411897287575,0.0862057735817671,-0.353015597975859,0,-2.13492375999882,-0.508480452809072,"win"
1,0,1.64616756620229,1.08216478490372,-0.577546998139602,1.01057810213317,1.76027163917268,1.99197530605614,0.845576863774959,3.0802881331724,1.43902831051532,0.15791887377104,-0.608492049625094,1.03997100807732,1.42239526409917,0.294179664979884,0.361823699965182,0.385560858149042,-0.16949348426969,"win"
2,0,-2.52412360151018,-1.03511414208182,0.866320497209402,-1.25119193597439,-1.16356938860567,-0.542616929248267,0.272304413758038,0.0803553426044981,-0.890827049366628,-0.51323633975589,-0.597528228911127,-0.120417695672111,0.043102886790884,-0.353015597975861,0.2960375726988,1.0865806002382,1.18645438988783,"win"
2,0,1.03668546245009,-1.06945069832637,0.941620573049268,-0.651795849064007,-0.646292302496515,-1.59923072691283,-2.48771479417741,-0.597259385236131,-1.56474982117968,-1.0889232514728,0.1714326792243,0.237831455808125,1.2951056174135,1.48531843860504,0.411640519954681,0.341455168547017,0,"win"
1,1,-1.03668546245009,-1.49723097765693,0.863152191961828,0.050138142235691,0.365295649237161,-0.828173055008429,2.48771479417741,0.675162783310404,-0.312949964235937,-0.233340696744174,-0.293884592955943,0.377732312165845,-1.54416438999302,-0.660141528268906,-0.503116191055715,0.249905594371367,-1.52271842272404,"win"
1,0,0.129585682806261,-0.32083520949791,1.56936762174878,0.451243280121238,0.252896987933419,-1.90384610346766,-2.63579305573559,1.63597135955983,0.56330993562469,-2.76119824480602,-1.59677295506062,0.237831455808125,-1.71850553079868,0.660141528268906,-1.50934857316715,1.25942522311907,0,"win"
3,1,1.42544251086887,0.42778027933055,-0.78468381087438,-1.30359169812802,-1.3487839356449,-3.5316345219325,-1.6584765294516,-0.701130582668502,-1.001439885555,-0.816692438604596,0.120002875457009,0.713494367424375,0.44830579064313,-2.09044817285154,0.777543204358839,0.395890050489295,1.24586052768331,"win"
1,1,-2.20295660770645,-2.40626407123434,3.06026686241011,0.902486560242473,1.06778728238554,0.970961512768504,0.310964349272176,-0.129838996790462,-0.563309935624685,-1.36115406434099,-1.56493545749039,0.461672825980478,-2.09209368966795,2.25548355491876,-0.823281039909356,1.38561517671254,0.830573685122202,"win"
2,1,-1.03668546245009,-1.81806618715484,0.47081028652463,1.00276284471386,1.15208627836335,3.4078845252071,1.05135565706307,0.727098382026595,-0.375539957083123,1.01114301922474,0.075920186513619,-0.433692654708935,-3.11323465724398,3.02564867123249,-0.54885402660624,-0.0494862563111621,-1.93800526528515,"win"
1,0,-1.94378524209391,0.160417604748957,1.09855733522414,-1.20331541365663,-1.48928226227458,-2.07519225277974,-0.858853917037437,-1.01274417496561,-0.0625899928471875,-1.20559359984488,0.29143555468131,-0.67152411051706,1.79322316257254,-0.055011794022409,-2.46984311972807,-0.742293844667429,0.69214473760184,"win"
1,0,-0.707358873522262,-2.65766899911495,2.50806085009972,-0.720702156834329,-0.97045832778471,-3.76265157940509,2.69364943570264,0.148949237721,0,-0.56656726441861,0.270282132907614,0.345241901237698,-0.542506393516984,0.95691227866295,-1.59713502919688,-1.1118216712709,-0.969130717235039,"win"
2,1,-0.84883064822671,-0.664417249778735,-0.16720405667331,-1.3212872875296,-1.69830207362325,1.47673959836866,0.813706600368506,1.21641877472151,1.17893445689625,0.491024962496128,0.173752799726324,-0.876383287757232,0.135626598379246,-2.13465046778658,-0.512288594270697,-0.431915853709329,1.52291969851221,"win"
1,0,0.990302422931161,-1.51003920404259,0.836020283366572,-0.960936209112438,-1.06143879601453,0.252866369583676,-1.33279529370703,-0.918520299279511,-0.26793964929461,-0.604338415379849,0.69694178556892,0.079671207977929,-0.632924125769815,1.69299864686522,-0.632827087040271,-0.86796487348286,-1.24602520787362,"win"
1,1,1.83913307115787,-1.44963763588088,1.50483651005983,1.08105323525149,0.94013150504143,1.96224302796932,1.33279529370704,-1.24124364767502,-0.10717585971784,1.05759222691474,1.2336448780569,1.89883045680734,0.745946291085854,1.17773818912363,-0.271211608731549,-2.08931544545517,-0.55378898127717,"win"
1,0,-0.141471774704452,-1.8120470448511,1.50483651005984,-1.86181390515535,-2.09255076928578,-0.0505732739167399,1.26264817298561,1.96116496332653,-0.589467228448124,-0.566567264418612,-0.38804791938879,-3.04078443782434,-1.24324381847642,0.588869094561812,-2.19982749304476,0.374051528810465,-0.41534173595787,"win"
3,1,-0.84883064822671,-0.18120470448511,0.0836020283366599,-1.56152133980771,-1.81960936459633,3.11531367327088,-0.687441783069947,1.29089339358202,-0.107175859717841,0.528796113457372,0.503883119206339,-1.18178958500596,-0.519901960453778,-1.17773818912363,-0.060269246384789,-0.123994981926123,1.79981418915079,"win"
2,0,-0.990302422931162,-0.543614113455328,0.250806085009972,-2.04198944436393,-2.48679946494832,-2.03304561145275,0.42088272432854,-0.0248248729534999,-1.76840168534437,-0.642109566341093,-0.561800719115113,-0.557698455845511,0.519901960453778,-0.22082591046068,-1.23551955088815,0.293454790558491,-1.5229196985122,"win"
1,0,-1.07415472344528,-1.11945554551023,2.3589183727696,-0.93042421562524,-0.38238879513378,-2.65692783650892,2.34762752961441,-0.0859750060102339,-2.14232813166615,0.093248150814392,1.31399245901596,1.47190207353414,1.68185612665869,0.636771208664162,-1.11538082157875,-1.09220738488577,-1.093308289004,"win"
1,0,-1.31285577309978,-2.03537371910951,1.22013019281186,-1.32917745089321,-1.64427181907524,-0.210721862895534,0.469525505922883,0.601825042071644,-0.620147617061255,0.37299260325756,-0.286382971836815,0.624443303923574,1.18184484576016,1.22047814993964,-2.0714215257891,0.331617283990389,-1.093308289004,"win"
3,1,1.55155682275428,1.32299291742119,0.65073610283299,2.39251941160778,2.02666061420901,2.05224770819999,0.303810621479512,1.26096675481678,1.74768873899081,-0.139872226221584,-0.00280767619447897,0.609575606211109,1.15911706026478,1.16741388255097,0.159340117368393,-0.155160380582659,-1.71805588272057,"win"
2,1,0.119350524827252,-0.356190400844169,0.406710064270623,0,-0.497105433673913,-0.100780021384821,-0.497144653330111,0.716458383418625,-0.56377056096478,-0.606112980293533,0.143191485918408,-0.193280070262057,-1.70458391215409,-0.530642673886803,-0.0318680234736813,0.121694416143261,-0.312373796858284,"win"
1,1,0.238701049654506,-1.93360503315404,1.95220830849898,-1.19625970580389,-1.3765996624816,-0.998638393722316,-0.690478685180709,-1.54755010818423,0.33826233657886,0.512864829479145,1.65933663093683,1.51650516667154,-0.20455006945849,0.47757840649812,-1.01977675115771,-2.13269464291066,-1.71805588272056,"win"
