"Round","Home_bin","A.b.BB","A.b.K","A.b.AVG","A.b.ISO","A.b.HR","A.b.BsR","A.s.K9","A.s.BB9","A.s.HR9","A.s.LOB","A.s.IP","A.r.K9","A.r.BB9","A.r.HR9","A.r.LOB","A.r.IP","A.r.SV","B.b.BB","B.b.K","B.b.AVG","B.b.ISO","B.b.HR","B.b.BsR","B.s.K9","B.s.BB9","B.s.HR9","B.s.LOB","B.s.IP","B.r.K9","B.r.BB9","B.r.HR9","B.r.LOB","B.r.IP","B.r.SV","result"
1,0,-0.502304036207701,-0.286019110690023,-0.35825096487109,-0.586744653437716,-0.250537898858173,-0.549587290921528,0.0629236415097485,-0.542642476908349,-1.50035946625112,1.74785192953119,1.24197403074145,1.20765561543903,-0.0335673531726181,0.0191994974688954,0.386284633459002,-1.23607024752562,0.0795513881066817,0.837173393679502,0.230105600329566,0.678791301861007,0.968036131696926,0.82319595339114,-1.46188007766249,0.580521337799621,-0.609912205450707,1.51832784309246,0.304671437257726,0.0550637317635487,1.73682536541062,-0.850070538452521,0.69990895318427,1.37416008951809,0.27031190924223,0.914840963226843,"win"
1,1,-0.167434678735899,-0.479565877322367,0.301685023049335,0.301701509496366,0.665293916295653,1.54039254779414,1.44318416494941,-0.632335448298159,-0.368351725247281,0.0641413552121523,0.391611890131742,0.629260772446833,-1.77544081510308,-1.76111754055593,0.2343037940653,-0.181602737788123,1.98878470266705,1.73015834693764,-0.866659410587059,0.0188553139405815,0.690396705780025,0.538972286619263,0.0973112305857031,0.276052104687931,-1.14807003378957,-1.23083381363116,1.02626168339446,1.62476544751138,-0.0721968030968983,-1.88430790647373,-0.713872224070739,1.33616487966966,-1.18585750896669,0.437532634586751,"win"
2,1,0.837173393679502,-0.479565877322367,0.301685023049335,0.690396705780025,0.82319595339114,-0.433477299881768,2.03182468229867,-1.23776300517938,0.224604710516636,1.66767523551599,1.11352053518107,-0.367547361220575,-0.496252491497896,0.542822155711491,0.804231941791697,-0.739522055109548,-0.755738187013479,-0.502304036207701,-0.286019110690023,-0.35825096487109,-0.586744653437716,-0.250537898858173,-0.549587290921528,0.0629236415097485,-0.542642476908349,-1.50035946625112,1.74785192953119,1.24197403074145,1.20765561543903,-0.0335673531726181,0.0191994974688954,0.386284633459002,-1.23607024752562,0.0795513881066817,"win"
1,1,0.837173393679502,-0.479565877322367,0.301685023049335,0.690396705780025,0.82319595339114,-0.433477299881768,2.03182468229867,-1.23776300517938,0.224604710516636,1.66767523551599,1.11352053518107,-0.367547361220575,-0.496252491497896,0.542822155711491,0.804231941791697,-0.739522055109548,-0.755738187013479,0.167434678735901,0.165590011452119,0.584514732158089,0.523813050229885,0.538972286619263,0.445641203704981,0.509478516740227,-0.0941776199593009,0.0628893189446582,1.98838201157676,0.240036765370496,-1.03208611699885,0.347467466624669,1.32825614307539,1.79210739785078,-0.482879169141693,-0.278429858373387,"win"
1,1,1.1720427511513,-1.3182685327292,2.28149298681061,-0.309105227520816,-0.408439935953661,2.68490531661463,-0.789590211202982,-0.946260848162494,-0.853497899963214,1.26679176544003,0.905425872373259,0.998448970101427,-1.20388858540715,-0.818596755719258,1.79210739785078,-0.371295305677408,1.86945762050703,0.725550274522236,-0.286019110690023,1.33872728978143,0.912508246513546,0.94951758306753,-0.400303016727551,0.732755954355466,1.04940776526077,-0.583972247343251,-1.69974591312207,-2.0978168538284,1.07228660963235,-0.305735081599252,-1.86584207220445,-0.56359561275166,2.38482612189043,0.198878470266705,"win"
2,0,-0.167434678735899,-0.479565877322367,0.301685023049335,0.301701509496366,0.665293916295653,1.54039254779414,1.44318416494941,-0.632335448298159,-0.368351725247281,0.0641413552121523,0.391611890131742,0.629260772446833,-1.77544081510308,-1.76111754055593,0.2343037940653,-0.181602737788123,1.98878470266705,1.1720427511513,-1.3182685327292,2.28149298681061,-0.309105227520816,-0.408439935953661,2.68490531661463,-0.789590211202982,-0.946260848162494,-0.853497899963214,1.26679176544003,0.905425872373259,0.998448970101427,-1.20388858540715,-0.818596755719258,1.79210739785078,-0.371295305677408,1.86945762050703,"win"
3,1,0.837173393679502,-0.479565877322367,0.301685023049335,0.690396705780025,0.82319595339114,-0.433477299881768,2.03182468229867,-1.23776300517938,0.224604710516636,1.66767523551599,1.11352053518107,-0.367547361220575,-0.496252491497896,0.542822155711491,0.804231941791697,-0.739522055109548,-0.755738187013479,-0.167434678735899,-0.479565877322367,0.301685023049335,0.301701509496366,0.665293916295653,1.54039254779414,1.44318416494941,-0.632335448298159,-0.368351725247281,0.0641413552121523,0.391611890131742,0.629260772446833,-1.77544081510308,-1.76111754055593,0.2343037940653,-0.181602737788123,1.98878470266705,"win"
1,0,-1.08421973639792,0.494168518081748,1.05690622515194,0.633828376402737,-0.05974955597452,-0.622287083990138,-0.113434762333493,-1.45136316127557,0.855629322635178,-0.0301485172489401,-0.92519680316187,-0.399448454945223,-1.13444782263164,-0.0781282159050571,0.907154784663031,1.02041439010084,0.70881289506408,0.991945716278949,-0.523861047065201,-0.0296328848173464,1.02860037554631,1.33034215445309,1.14229579716191,0.171100594690318,-0.905332431766416,-0.905437266572359,1.22822437662007,1.80870642937373,-1.41444043062571,-0.649364660160868,-1.6406925340062,-0.575595374150553,-1.62249411904045,0.823137555558286,"win"
1,0,1.09081073783499,-1.03287582963867,0.464248528805057,1.29178170830869,1.07427262884801,0.32182095433325,-0.363825876514446,0.206952387604087,-1.43909380875646,0.756334541419194,1.10826490969041,-0.252110910088379,-1.03743119013748,-2.19218582274778,0.96893604128026,-1.27010631782161,0.251514253087254,0.299890565386659,-0.20572680795678,-0.128409167541827,-0.353101621456198,-0.1694936383767,-0.880792856388209,-0.272774562266827,-0.0155045762700132,-1.33236250031964,1.89673497648799,-0.0793348987692064,0.550060167465553,0.0685584202958687,-1.73260808212979,2.01921740377321,0.718367703341832,1.85205950000614,"win"
2,0,1.09081073783499,-1.03287582963867,0.464248528805057,1.29178170830869,1.07427262884801,0.32182095433325,-0.363825876514446,0.206952387604087,-1.43909380875646,0.756334541419194,1.10826490969041,-0.252110910088379,-1.03743119013748,-2.19218582274778,0.96893604128026,-1.27010631782161,0.251514253087254,0.00329550071853348,-1.28738322092541,0.661801094254018,0.107465710877972,0.232901330431294,1.3221258996997,-0.0565276909287308,0.449632711830379,-1.01216857500918,0.795658694352599,-1.00033066859503,-1.07065282595974,-0.765784619153852,-0.629621504646636,1.18517043944057,1.14626717625042,0.137189592593048,"win"
1,0,0.00329550071853348,-1.28738322092541,0.661801094254018,0.107465710877972,0.232901330431294,1.3221258996997,-0.0565276909287308,0.449632711830379,-1.01216857500918,0.795658694352599,-1.00033066859503,-1.07065282595974,-0.765784619153852,-0.629621504646636,1.18517043944057,1.14626717625042,0.137189592593048,1.48627082405916,-0.460234199243515,0.563024811529538,0.0416703776873763,-0.132912277575973,0.209427140247133,2.56119759369033,-2.03784061148911,0.00177885514061466,0.952955306086228,2.44128510285936,0.0753058562601655,0.0685584202958687,-0.124085989966855,-0.668267259076401,-2.4254348946748,-0.0914597283953648,"win"
3,1,-1.38081480106605,-2.62354702518078,2.04466905239674,-0.353101621456198,-0.608469967985421,1.41204095096859,-0.397970119357304,-0.541311945426978,0.268607126232665,1.26754852955348,1.18339877512357,-0.301223425040661,-0.18368482418893,-0.675579278708433,1.67942049237844,-0.988196076846541,1.50908551852352,1.09081073783499,-1.03287582963867,0.464248528805057,1.29178170830869,1.07427262884801,0.32182095433325,-0.363825876514446,0.206952387604087,-1.43909380875646,0.756334541419194,1.10826490969041,-0.252110910088379,-1.03743119013748,-2.19218582274778,0.96893604128026,-1.27010631782161,0.251514253087254,"win"
2,0,-1.38081480106605,-2.62354702518078,2.04466905239674,-0.353101621456198,-0.608469967985421,1.41204095096859,-0.397970119357304,-0.541311945426978,0.268607126232665,1.26754852955348,1.18339877512357,-0.301223425040661,-0.18368482418893,-0.675579278708433,1.67942049237844,-0.988196076846541,1.50908551852352,-1.08421973639792,0.494168518081748,1.05690622515194,0.633828376402737,-0.05974955597452,-0.622287083990138,-0.113434762333493,-1.45136316127557,0.855629322635178,-0.0301485172489401,-0.92519680316187,-0.399448454945223,-1.13444782263164,-0.0781282159050571,0.907154784663031,1.02041439010084,0.70881289506408,"win"
1,0,-1.38081480106605,-2.62354702518078,2.04466905239674,-0.353101621456198,-0.608469967985421,1.41204095096859,-0.397970119357304,-0.541311945426978,0.268607126232665,1.26754852955348,1.18339877512357,-0.301223425040661,-0.18368482418893,-0.675579278708433,1.67942049237844,-0.988196076846541,1.50908551852352,1.28854078094707,1.00318330065522,1.35323507332538,1.62075837426167,1.98880664886618,-0.105275539193997,1.29786060850461,-1.6131500440931,-0.691974649698719,-0.226769281915974,1.5954231984667,-1.348957077356,-1.96879086208136,-1.18111479338821,-0.637376630767782,-1.41861260547812,1.39476085802932,"win"
1,0,1.07697840181212,-1.21013214958755,2.15099652592484,2.21671279520617,1.9010226857919,0.398794794900676,0.624785307780552,-0.637979487375132,-1.06678312989195,-0.821525905627978,0.103707886984621,0.806343959587279,-0.757750922952492,0.0341180440677709,-1.71572218624618,0.293995814852445,-0.573553314609076,0.557535442738751,-1.15042168168027,-0.864419164624003,0.218173836342605,0.0717923725105063,0.592310822873411,0.263538296123295,-0.517605999191144,-1.44948559801463,0.636593667131638,1.20311120814369,-0.682868630028129,0.149533995881976,-0.0736231477251904,1.14894860946109,-1.35620027308877,1.17627035707963,"win"
1,0,-0.481350475407989,1.35741797042551,-0.433645494545596,-0.0316435335153405,-0.0462224864108737,-1.06965035853949,2.67873260263181,1.10743609129268,-1.49732340652996,0.992232587316909,1.42934896640941,2.15789824259958,1.20803306785552,0.249600427653693,-0.144773685374453,-1.2997143434282,-0.573553314609076,0.0380924836653809,-1.09071121377299,1.72022285584643,1.71707805549028,1.81251154160086,1.0817925406868,-0.69634662056599,0.284883922035436,-1.16245874692262,-0.25250363333154,0.550574202897915,0.843887134115397,0.275545790164542,-0.235234935414632,-0.17557659715625,-0.351557666982751,1.61372627500181,"win"
2,0,-0.169684699963966,-0.374185598885624,0.169437643564174,-0.131570481458519,-0.488778207366049,0.319111724558961,1.23374455600279,-0.27685902282317,-1.59299902356063,0.565465883094583,0.475784861322468,-0.507667148896905,0.754390608438289,-1.09716446975832,-0.668423185665025,-0.4927724911342,-0.573553314609076,-0.481350475407989,1.35741797042551,-0.433645494545596,-0.0316435335153405,-0.0462224864108737,-1.06965035853949,2.67873260263181,1.10743609129268,-1.49732340652996,0.992232587316909,1.42934896640941,2.15789824259958,1.20803306785552,0.249600427653693,-0.144773685374453,-1.2997143434282,-0.573553314609076,"win"
1,0,-0.169684699963966,-0.374185598885624,0.169437643564174,-0.131570481458519,-0.488778207366049,0.319111724558961,1.23374455600279,-0.27685902282317,-1.59299902356063,0.565465883094583,0.475784861322468,-0.507667148896905,0.754390608438289,-1.09716446975832,-0.668423185665025,-0.4927724911342,-0.573553314609076,1.18086699362679,-0.374185598885624,-0.00287182446718906,0.168210362371016,0.189807231431886,-0.944434105145369,0.0467900891289403,0.485506402342081,-0.923269704345952,1.38343539952071,-0.083265466953996,-0.420066408331293,-0.354513181248283,-1.68974102461961,0.440481638479721,-0.0650933094183827,0.44717716054267,"win"
2,1,2.21975291177353,-0.135343727256503,0.600211313642581,1.21744331577439,1.66499296794914,-0.0337704440972028,0.913782917106358,-2.30314607392029,-1.06678312989195,-0.14581195727596,2.10058330704905,-0.307436884746934,-1.13578630580019,-0.827811490275919,-0.483605714974235,-1.90492073264869,1.32208899638702,1.07697840181212,-1.21013214958755,2.15099652592484,2.21671279520617,1.9010226857919,0.398794794900676,0.624785307780552,-0.637979487375132,-1.06678312989195,-0.821525905627978,0.103707886984621,0.806343959587279,-0.757750922952492,0.0341180440677709,-1.71572218624618,0.293995814852445,-0.573553314609076,"win"
1,1,2.21975291177353,-0.135343727256503,0.600211313642581,1.21744331577439,1.66499296794914,-0.0337704440972028,0.913782917106358,-2.30314607392029,-1.06678312989195,-0.14581195727596,2.10058330704905,-0.307436884746934,-1.13578630580019,-0.827811490275919,-0.483605714974235,-1.90492073264869,1.32208899638702,-0.377461883593315,-0.135343727256503,1.11713971773667,-0.181533955430108,-0.547785636826739,0.205278766927941,-0.531205129522672,-2.1827725857363,0.607540168144746,-0.359195309387121,0.384167917892546,0.38085464826859,-0.808155640665518,-0.289105531311113,0.348072903134326,-0.0691280186798524,0.738814439157455,"win"
3,0,-0.169684699963966,-0.374185598885624,0.169437643564174,-0.131570481458519,-0.488778207366049,0.319111724558961,1.23374455600279,-0.27685902282317,-1.59299902356063,0.565465883094583,0.475784861322468,-0.507667148896905,0.754390608438289,-1.09716446975832,-0.668423185665025,-0.4927724911342,-0.573553314609076,2.21975291177353,-0.135343727256503,0.600211313642581,1.21744331577439,1.66499296794914,-0.0337704440972028,0.913782917106358,-2.30314607392029,-1.06678312989195,-0.14581195727596,2.10058330704905,-0.307436884746934,-1.13578630580019,-0.827811490275919,-0.483605714974235,-1.90492073264869,1.32208899638702,"win"
1,0,1.49900455183203,0.798674961366769,1.63756105034361,1.48597895126994,1.18208444949079,-1.85134532898896,1.23393690226501,-1.27258075865092,-0.981158565656661,-1.34897442187831,1.49895615687955,-0.651172879301451,-0.846891745368864,-0.584945732486631,-0.338101604023986,-1.58965818976306,-0.543983793275993,-1.47915018690711,-1.061767889817,1.63756105034361,-0.771868925217956,-0.577842770594754,0.23737046501846,0.0501373910626861,-0.473889905941135,0.109017618406295,0.112762567773108,0.411613058639375,2.36351637672379,-0.583414313476328,-1.42811075228718,0.75538685508705,-0.236737143914628,0.979170827896788,"win"
2,1,0.109199007087101,0.178527344305513,1.22731611080033,1.06591423006289,0.94742748681272,2.04470485672436,-0.0194978743021563,-1.03297350283798,0.109017618406295,1.40744390146436,1.21956938858173,-0.450193595566436,-1.67496367417398,-1.74429763471239,0.906212849447196,-1.1886858542131,1.74074813848318,0.804101779459568,-0.554374384948697,0.0991425270562942,0.383309058101434,0.155460237774224,1.08151467192301,1.70745670674594,0.0652264196379661,-1.15329164735081,1.28215215949424,-0.693349024988949,2.20273294973577,-0.639873763167587,1.20677993458954,0.868506350857157,0.689249328830245,0.652780551931192,"win"
